fid,id,oid,sr_no,girth_cm,height_m,canopy_dia_m,condition,ownership,society_name,road_name,northing,easting,balanced,special_collar,ward_name,botanical_name,saar_uid,common_name,local_name,economic_i,phenology,flowering,ward,is_rare
trees_display.fid--1672c0a_16c6758e284_669,18044022,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55520135,73.78917262,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028978,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_66a,18044023,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55535519,73.78925208,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028979,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_66b,18044024,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55541304,73.78922895,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028980,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_66c,18044025,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55529893,73.78920346,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028981,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_66d,18044026,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55506881,73.78892384,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028983,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_66e,18044027,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55539461,73.78924135,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028982,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_66f,18044028,,,28,5,3,Healthy,Government,Pashan Forest,Banner Road,18.55527096,73.78923129,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028984,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_670,18044029,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55526969,73.78917564,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028985,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_671,18044030,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55526461,73.78921989,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028986,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_672,18044031,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.5553536,73.78922794,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028987,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_673,18044032,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55521915,73.78915284,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028988,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_674,18044033,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55531864,73.78922593,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028989,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_675,18044034,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55511744,73.78894933,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028991,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_676,18044035,,,28,5,3,Healthy,Government,Pashan Forest,Banner Road,18.55535392,73.78920883,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028990,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_677,18044036,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55515082,73.78902242,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028992,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_678,18044037,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55531737,73.78920011,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028993,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_679,18044038,,,28,5,3,Healthy,Government,Pashan Forest,Banner Road,18.55510727,73.78890775,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028994,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_67a,18044039,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.5551203,73.78899861,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028995,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_67b,18044040,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55537553,73.78922056,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028996,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_67c,18044041,,,29,5,3,Healthy,Government,Pashan Forest,Banner Road,18.55537585,73.78923029,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028997,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_67d,18044042,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.5552271,73.78918871,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028998,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_67e,18044043,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55523886,73.78916625,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4028999,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_67f,18044044,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55510091,73.78898252,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029000,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_680,18044045,,,28,5,3,Healthy,Government,Pashan Forest,Banner Road,18.55507644,73.78871229,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029001,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_681,18044046,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55513206,73.78898621,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029003,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_682,18044047,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55509646,73.78900934,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029002,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_683,18044048,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55540986,73.78924672,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029004,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_684,18044049,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55523822,73.78917798,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029005,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_685,18044050,,,28,5,3,Healthy,Government,Pashan Forest,Banner Road,18.55524871,73.78921453,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029006,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_686,18044051,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55527827,73.78922392,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029007,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_687,18044052,,,29,5,3,Healthy,Government,Pashan Forest,Banner Road,18.5552538,73.78915418,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029009,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_688,18044053,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.5553002,73.78921721,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029008,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_689,18044054,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55524649,73.78914144,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029010,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_68a,18044055,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.5552395,73.78915485,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029011,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_68b,18044056,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55533739,73.78921889,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029012,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_68c,18044057,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55516639,73.78907036,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029013,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_68d,18044058,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55521534,73.78916793,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029014,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_68e,18044059,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.5551737,73.78905863,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029015,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_68f,18044060,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55547534,73.78924906,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029017,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_690,18044061,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55543116,73.78920749,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029016,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_691,18044062,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55547597,73.78923129,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029018,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_692,18044063,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55537776,73.78924571,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029019,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_693,18044064,,,29,5,3,Healthy,Government,Pashan Forest,Banner Road,18.55540192,73.78921453,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029020,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_694,18044065,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55539302,73.78920983,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029021,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_695,18044066,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55518101,73.78909819,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029022,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_696,18044067,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55507962,73.78872368,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029023,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_697,18044068,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55545309,73.78920615,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029025,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_698,18044069,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55515177,73.78904622,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029024,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_699,18044070,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.5553536,73.78921721,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029026,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_69a,18044071,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55540255,73.78919911,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029027,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_69b,18044072,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55539461,73.78925376,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029028,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_69c,18044073,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55518514,73.78913574,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029029,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_69d,18044074,,,28,4,3,Healthy,Government,Pashan Forest,Banner Road,18.55541622,73.78925376,True,nan,9,Leucaena leucocephala (Lamk.)De.wit.,4029030,Subabul,Subabul,Timber wood,Seasonal,July-January,9,False
trees_display.fid--1672c0a_16c6758e284_69e,18044075,,,40,4,2,Healthy,Private,N/A,Iti Road,18.55995057,73.81362934,True,nan,8,Syzygium cumini (Linn.)Skeels.,4029031,Jamun,Jamun,Fruit,Seasonal,March-May,8,False
trees_display.fid--1672c0a_16c6758e284_69f,18044076,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55997472,73.81365448,True,nan,8,Acacia nilotica (Linn.) Del.,4029032,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a0,18044077,,,30,3,2,Healthy,Private,N/A,Iti Road,18.55997472,73.81361023,True,nan,8,Acacia nilotica (Linn.) Del.,4029033,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a1,18044078,,,20,3,2,Healthy,Private,N/A,Iti Road,18.55994389,73.81365817,True,nan,8,Acacia nilotica (Linn.) Del.,4029034,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a2,18044079,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55995343,73.81362464,True,nan,8,Acacia nilotica (Linn.) Del.,4029035,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a3,18044080,,,25,3,2,Healthy,Private,N/A,Iti Road,18.559969,73.81363336,True,nan,8,Acacia nilotica (Linn.) Del.,4029037,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a4,18044081,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55997154,73.81360251,True,nan,8,Acacia nilotica (Linn.) Del.,4029036,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a5,18044082,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55995947,73.81365951,True,nan,8,Acacia nilotica (Linn.) Del.,4029038,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a6,18044083,,,20,3,2,Healthy,Private,N/A,Iti Road,18.55997186,73.81359246,True,nan,8,Acacia nilotica (Linn.) Del.,4029039,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a7,18044084,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55997568,73.81363805,True,nan,8,Acacia nilotica (Linn.) Del.,4029040,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a8,18044085,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55997472,73.81358474,True,nan,8,Acacia nilotica (Linn.) Del.,4029041,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6a9,18044086,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55996868,73.81359246,True,nan,8,Acacia nilotica (Linn.) Del.,4029042,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6aa,18044087,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55997186,73.81361123,True,nan,8,Acacia nilotica (Linn.) Del.,4029043,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6ab,18044088,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55995788,73.8135995,True,nan,8,Acacia nilotica (Linn.) Del.,4029044,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6ac,18044089,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55996741,73.81364509,True,nan,8,Acacia nilotica (Linn.) Del.,4029047,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6ad,18044090,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55996837,73.81366286,True,nan,8,Acacia nilotica (Linn.) Del.,4029045,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6ae,18044091,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55996487,73.81362431,True,nan,8,Acacia nilotica (Linn.) Del.,4029046,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6af,18044092,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55993754,73.81358977,True,nan,8,Acacia nilotica (Linn.) Del.,4029048,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b0,18044093,,,40,4,3,Healthy,Private,N/A,Iti Road,18.55995184,73.81360788,True,nan,8,Acacia nilotica (Linn.) Del.,4029049,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b1,18044094,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55997377,73.8136461,True,nan,8,Acacia nilotica (Linn.) Del.,4029050,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b2,18044095,,,40,5,3,Healthy,Private,N/A,Iti Road,18.55995502,73.81363034,True,nan,8,Acacia nilotica (Linn.) Del.,4029051,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b3,18044096,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55995088,73.81359346,True,nan,8,Acacia nilotica (Linn.) Del.,4029052,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b4,18044097,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55994453,73.81365147,True,nan,8,Acacia nilotica (Linn.) Del.,4029053,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b5,18044098,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55996264,73.81359983,True,nan,8,Acacia nilotica (Linn.) Del.,4029054,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b6,18044099,,,60,6,3,Healthy,Private,N/A,Iti Road,18.55996455,73.81361023,True,nan,8,Acacia nilotica (Linn.) Del.,4029055,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b7,18044100,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55997663,73.81365951,True,nan,8,Acacia nilotica (Linn.) Del.,4029056,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b8,18044101,,,30,5,3,Healthy,Private,N/A,Iti Road,18.55993309,73.81363705,True,nan,8,Acacia nilotica (Linn.) Del.,4029057,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6b9,18044102,,,60,5,3,Healthy,Private,N/A,Iti Road,18.55996233,73.81364744,True,nan,8,Acacia nilotica (Linn.) Del.,4029058,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6ba,18044103,,,60,5,3,Healthy,Private,N/A,Iti Road,18.55994199,73.81360386,True,nan,8,Acacia nilotica (Linn.) Del.,4029059,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6bb,18044104,,,30,3,2,Healthy,Private,N/A,Iti Road,18.55993309,73.81364644,True,nan,8,Acacia nilotica (Linn.) Del.,4029060,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6bc,18044105,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55995979,73.81366219,True,nan,8,Acacia nilotica (Linn.) Del.,4029061,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6bd,18044106,,,40,4,2,Poor,Private,N/A,Iti Road,18.5599582,73.81361056,True,nan,8,Acacia nilotica (Linn.) Del.,4029063,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6be,18044107,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55996296,73.81362867,True,nan,8,Acacia nilotica (Linn.) Del.,4029062,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6bf,18044108,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55996423,73.81358139,True,nan,8,Acacia nilotica (Linn.) Del.,4029064,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c0,18044109,,,60,4,2,Healthy,Private,N/A,Iti Road,18.55993944,73.81366488,True,nan,8,Acacia nilotica (Linn.) Del.,4029065,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c1,18044110,,,60,5,3,Healthy,Private,N/A,Iti Road,18.55995661,73.81358072,True,nan,8,Acacia nilotica (Linn.) Del.,4029066,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c2,18044111,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55997472,73.81358474,True,nan,8,Acacia nilotica (Linn.) Del.,4029067,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c3,18044112,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55993944,73.81362096,True,nan,8,Acacia nilotica (Linn.) Del.,4029069,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c4,18044113,,,60,4,3,Healthy,Private,N/A,Iti Road,18.55994961,73.81359883,True,nan,8,Acacia nilotica (Linn.) Del.,4029068,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c5,18044114,,,50,5,2,Healthy,Private,N/A,Iti Road,18.55994516,73.81359983,True,nan,8,Acacia nilotica (Linn.) Del.,4029070,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c6,18044115,,,40,4,2,Healthy,Private,N/A,Iti Road,18.55997568,73.8135938,True,nan,8,Acacia nilotica (Linn.) Del.,4029071,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c7,18044116,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55996042,73.81366555,True,nan,8,Acacia nilotica (Linn.) Del.,4029072,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c8,18044117,,,60,5,3,Healthy,Private,N/A,Iti Road,18.55994199,73.81361324,True,nan,8,Acacia nilotica (Linn.) Del.,4029073,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6c9,18044118,,,30,3,2,Healthy,Private,N/A,Iti Road,18.55997059,73.81359346,True,nan,8,Acacia nilotica (Linn.) Del.,4029075,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6ca,18044119,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55994326,73.81364811,True,nan,8,Acacia nilotica (Linn.) Del.,4029074,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6cb,18044120,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55993912,73.81362665,True,nan,8,Acacia nilotica (Linn.) Del.,4029076,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6cc,18044121,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55994612,73.81363202,True,nan,8,Acacia nilotica (Linn.) Del.,4029077,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6cd,18044122,,,60,4,2,Healthy,Private,N/A,Iti Road,18.55994866,73.81363571,True,nan,8,Acacia nilotica (Linn.) Del.,4029078,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6ce,18044123,,,40,4,2,Healthy,Private,N/A,Iti Road,18.55994707,73.81362129,True,nan,8,Acacia nilotica (Linn.) Del.,4029079,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6cf,18044124,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55996868,73.81363906,True,nan,8,Acacia nilotica (Linn.) Del.,4029081,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6d0,18044125,,,50,5,3,Healthy,Private,N/A,Iti Road,18.55992959,73.81359849,True,nan,8,Acacia nilotica (Linn.) Del.,4029080,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6d1,18044126,,,50,4,2,Healthy,Private,N/A,Iti Road,18.55993309,73.81363235,True,nan,8,Acacia nilotica (Linn.) Del.,4029082,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6d2,18044127,,,30,4,2,Healthy,Private,N/A,Iti Road,18.55997472,73.81366756,True,nan,8,Acacia nilotica (Linn.) Del.,4029083,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6d3,18044128,,,50,4,2,Average,Private,N/A,Iti Road,18.55997377,73.81357737,True,nan,8,Acacia nilotica (Linn.) Del.,4029084,Babul,Babool,Timber wood,Seasonal,October-December,8,False
trees_display.fid--1672c0a_16c6758e284_6d4,18044129,,,25,3,2,Healthy,Private,N/A,Iti Road,18.55995629,73.81358709,True,nan,8,Acacia nilotica (Linn.) Del.,4029085,Babul,Babool,Timber wood,Seasonal,October-December,8,False
