fid,id,oid,sr_no,girth_cm,height_m,canopy_dia_m,condition,ownership,society_name,road_name,northing,easting,balanced,special_collar,ward_name,botanical_name,saar_uid,common_name,local_name,economic_i,phenology,flowering,ward,is_rare
trees_display.fid--1672c0a_16c6758e284_-e38,18038741,,,26,5,3,Healthy,Public,N/A,Alandi Road,18.56424356,73.87415841,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021357,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e37,18038742,,,26,5,3,Healthy,Public,N/A,Alandi Road,18.56422036,73.87416646,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021359,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e36,18038743,,,25,4,3,Healthy,Public,N/A,Alandi Road,18.56420161,73.87414601,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021358,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e35,18038744,,,26,5,3,Healthy,Public,N/A,Alandi Road,18.56418826,73.87407459,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021360,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e34,18038745,,,26,6,3,Healthy,Public,N/A,Alandi Road,18.5642264,73.87396999,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021361,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e33,18038746,,,23,5,3,Healthy,Public,N/A,Alandi Road,18.56419207,73.8741336,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021362,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e32,18038747,,,20,4,2,Healthy,Public,N/A,Alandi Road,18.56422481,73.87412991,True,nan,16,Albizia saman (Jacq.) Merr.,4021363,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,16,False
trees_display.fid--1672c0a_16c6758e284_-e31,18038748,,,25,5,3,Healthy,Public,N/A,Alandi Road,18.56420701,73.87409437,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021365,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e30,18038749,,,12,2,1,Healthy,Public,N/A,Alandi Road,18.56422481,73.87397904,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021364,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e2f,18038750,,,26,5,3,Healthy,Public,N/A,Alandi Road,18.5641997,73.87412623,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021366,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e2e,18038751,,,25,4,3,Healthy,Public,N/A,Alandi Road,18.56419366,73.87410175,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021367,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e2d,18038752,,,65,6,3,Healthy,Public,N/A,Alandi Road,18.56422258,73.8740072,True,nan,16,Acacia nilotica (Linn.) Del.,4021368,Babul,Babool,Timber wood,Seasonal,October-December,16,False
trees_display.fid--1672c0a_16c6758e284_-e2c,18038753,,,10,2,1,Healthy,Public,N/A,Alandi Road,18.56419366,73.87400251,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021369,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e2b,18038754,,,20,4,3,Healthy,Public,N/A,Alandi Road,18.56417269,73.87409236,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021371,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e2a,18038755,,,25,5,3,Healthy,Public,N/A,Alandi Road,18.56417936,73.87411147,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021370,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e29,18038756,,,20,4,3,Healthy,Public,N/A,Alandi Road,18.5641641,73.87410041,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021372,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e28,18038757,,,20,5,3,Healthy,Public,N/A,Alandi Road,18.5642229,73.87404777,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021373,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e27,18038758,,,20,5,3,Healthy,Public,N/A,Alandi Road,18.56416029,73.8741279,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021374,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e26,18038759,,,25,4,3,Healthy,Public,N/A,Alandi Road,18.56420797,73.87397032,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021375,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e25,18038760,,,20,5,3,Healthy,Public,N/A,Alandi Road,18.56422195,73.87415741,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021377,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e24,18038761,,,10,2,1,Healthy,Public,N/A,Alandi Road,18.56422417,73.8741222,True,nan,16,Prosopis juliflora (Sw.)Dc.,4021376,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,False
trees_display.fid--1672c0a_16c6758e284_-e23,18038762,,,25,7,2,Healthy,Public,N/A,Alandi Road,18.56422417,73.87394216,True,nan,16,Leucaena leucocephala (Lamk.)De.wit.,4021378,Subabul,Subabul,Timber wood,Seasonal,July-January,16,False
trees_display.fid--1672c0a_16c6758e284_-e22,18038763,,,20,5,2,Healthy,Public,N/A,Alandi Road,18.56421559,73.87395389,True,nan,16,Leucaena leucocephala (Lamk.)De.wit.,4021379,Subabul,Subabul,Timber wood,Seasonal,July-January,16,False
trees_display.fid--1672c0a_16c6758e284_-e21,18038764,,,21,6,2,Healthy,Public,N/A,Alandi Road,18.56422258,73.8739606,True,nan,16,Leucaena leucocephala (Lamk.)De.wit.,4021380,Subabul,Subabul,Timber wood,Seasonal,July-January,16,False
trees_display.fid--1672c0a_16c6758e284_-e20,18038765,,,90,5,4,Healthy,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56239123,73.82954758,True,Collar,7,Ficus elastica Roxb. ex Hornem,4021381,Indian Rubber Tree,Indian Rubber Tree,Ornamental,Seasonal,November-March,7,False
trees_display.fid--1672c0a_16c6758e284_-e1f,18038766,,,40,5,4,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56206958,73.82952042,True,Collar,7,Polyalthia longifolia (sonnerat) Thwaites,4021383,Ashoka,Ashoka,Ornamental,Seasonal,April-June,7,False
trees_display.fid--1672c0a_16c6758e284_-e1e,18038767,,,90,6,5,Healthy,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5623639,73.82953517,True,Collar,7,Albizia saman (Jacq.) Merr.,4021382,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,7,False
trees_display.fid--1672c0a_16c6758e284_-e1d,18038768,,,40,5,1,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56197614,73.82950701,True,Collar,7,Polyalthia longifolia var.pendula,4021385,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,7,False
trees_display.fid--1672c0a_16c6758e284_-e1c,18038769,,,35,5,4,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56200507,73.82951003,True,Collar,7,Syzygium cumini (Linn.)Skeels.,4021384,Jamun,Jamun,Fruit,Seasonal,March-May,7,False
trees_display.fid--1672c0a_16c6758e284_-e1b,18038770,,,10,4,3,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56195199,73.82951237,True,nan,7,Annona reticulata Linn.,4021386,Bull's Heart,Ramphal,Fruit,Seasonal,August-October,7,False
trees_display.fid--1672c0a_16c6758e284_-e1a,18038771,,,20,3,2,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5619682,73.82978663,True,nan,7,Annona reticulata Linn.,4021387,Bull's Heart,Ramphal,Fruit,Seasonal,August-October,7,False
trees_display.fid--1672c0a_16c6758e284_-e19,18038772,,,35,4,3,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56178163,73.82990733,True,nan,7,Gliricidia sepium (Jacq.) Walp.,4021388,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,7,False
trees_display.fid--1672c0a_16c6758e284_-e18,18038773,,,80,7,6,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56174444,73.82979803,True,Collar,7,Cocos nucifera Linn.,4021389,Coconut,Naral,Fruit,Throughout year,Throughout year,7,False
trees_display.fid--1672c0a_16c6758e284_-e17,18038774,,,20,4,3,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56187284,73.82915396,True,nan,7,Annona reticulata Linn.,4021390,Bull's Heart,Ramphal,Fruit,Seasonal,August-October,7,False
trees_display.fid--1672c0a_16c6758e284_-e16,18038775,,,45,5,4,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56180197,73.82920492,True,nan,7,Mangifera indica Linn.,4021391,Mango,Amba,Fruit,Seasonal,January-March,7,False
trees_display.fid--1672c0a_16c6758e284_-e15,18038776,,,75,6,5,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56181055,73.8291724,True,nan,7,Cocos nucifera Linn.,4021392,Coconut,Naral,Fruit,Throughout year,Throughout year,7,False
trees_display.fid--1672c0a_16c6758e284_-e14,18038777,,,20,4,3,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56169422,73.82980306,True,nan,7,nan,4021394,Unidentified,Unidentified,nan,nan,nan,7,nan
trees_display.fid--1672c0a_16c6758e284_-e13,18038778,,,75,6,5,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56182994,73.82982854,True,nan,7,Leucaena leucocephala (Lamk.)De.wit.,4021393,Subabul,Subabul,Timber wood,Seasonal,July-January,7,False
trees_display.fid--1672c0a_16c6758e284_-e12,18038779,,,22,5,4,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56201333,73.82942386,True,nan,7,Swietenia macrophylla King.,4021396,Bigleaf Mahogani,Mothi Mahogani,Timber wood,Seasonal,March-April,7,False
trees_display.fid--1672c0a_16c6758e284_-e11,18038780,,,40,6,5,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5619523,73.82942755,True,Collar,7,Polyalthia longifolia (sonnerat) Thwaites,4021395,Ashoka,Ashoka,Ornamental,Seasonal,April-June,7,False
trees_display.fid--1672c0a_16c6758e284_-e10,18038781,,,22,5,4,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56187666,73.82941548,True,nan,7,nan,4021397,Unidentified,Unidentified,nan,nan,nan,7,nan
trees_display.fid--1672c0a_16c6758e284_-e0f,18038782,,,42,5,1,Healthy,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56208103,73.8294242,True,nan,7,Polyalthia longifolia var.pendula,4021398,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,7,False
trees_display.fid--1672c0a_16c6758e284_-e0e,18038783,,,45,6,5,Healthy,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5625314,73.82953081,True,nan,7,Senna siamea (Lam.) Irwin & Barneby,4021399,Siamese Cassia,Kashid,Ornamental,Seasonal,August-May,7,False
trees_display.fid--1672c0a_16c6758e284_-e0d,18038784,,,75,6,5,Healthy,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56251487,73.82955529,True,nan,7,Senna siamea (Lam.) Irwin & Barneby,4021400,Siamese Cassia,Kashid,Ornamental,Seasonal,August-May,7,False
trees_display.fid--1672c0a_16c6758e284_-e0c,18038785,,,120,7,6,Healthy,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56252949,73.82957742,True,nan,7,Albizia saman (Jacq.) Merr.,4021401,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,7,False
trees_display.fid--1672c0a_16c6758e284_-e0b,18038786,,,42,6,5,Healthy,Government,Na,Baner Sus Road,18.55200918,73.78838506,True,nan,9,Gliricidia sepium (Jacq.) Walp.,4024764,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,False
trees_display.fid--1672c0a_16c6758e284_-e0a,18038787,,,90,7,6,Healthy,Private,Vighnahartha Pratithan Warje,Karve Road,18.48168932,73.80614027,True,Collar,30,Alstonia scholaris (Linn.)R.Br.,4021402,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,False
trees_display.fid--1672c0a_16c6758e284_-e09,18038788,,,87,7,5,Healthy,Private,Vighnahartha Pratithan Warje,Karve Road,18.48167724,73.80606484,True,Collar,30,Alstonia scholaris (Linn.)R.Br.,4021403,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,False
trees_display.fid--1672c0a_16c6758e284_-e08,18038789,,,20,5,4,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.48174879,73.80560752,True,nan,30,Ficus benjamina L.,4021405,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-e07,18038790,,,15,4,3,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.4817119,73.80566083,True,nan,30,Ficus benjamina L.,4021404,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-e06,18038791,,,35,5,4,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.48177581,73.80555924,True,nan,30,Ficus benjamina L.,4021406,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-e05,18038792,,,15,4,3,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.48169759,73.80568296,True,nan,30,Ficus benjamina L.,4021407,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-e04,18038793,,,32,6,4,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.48166802,73.80577851,True,nan,30,Ficus benjamina L.,4021408,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-e03,18038794,,,75,6,5,Healthy,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56252472,73.82960055,True,nan,7,Gliricidia sepium (Jacq.) Walp.,4021409,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,7,False
trees_display.fid--1672c0a_16c6758e284_-e02,18038795,,,80,7,5,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.48168201,73.80590558,True,nan,30,Syzygium cumini (Linn.)Skeels.,4021411,Jamun,Jamun,Fruit,Seasonal,March-May,30,False
trees_display.fid--1672c0a_16c6758e284_-e01,18038796,,,30,4,3,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.4816642,73.8058117,True,nan,30,Ficus benjamina L.,4021410,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-e00,18038797,,,25,6,4,Healthy,Private,Shivganga Society Warje,Karve Road,18.48191541,73.80610675,True,nan,30,Mangifera indica Linn.,4021441,Mango,Amba,Fruit,Seasonal,January-March,30,False
trees_display.fid--1672c0a_16c6758e284_-dff,18038798,,,10,3,3,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.48168105,73.80593374,True,Collar,30,Ficus benjamina L.,4021412,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-dfe,18038799,,,150,12,6,Healthy,Private,Sagar Nivas  Warje,Canal  Road,18.48210206,73.80574163,True,Collar,30,Cocos nucifera Linn.,4021465,Coconut,Naral,Fruit,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-dfd,18038800,,,60,7,5,Healthy,Private,Shreedhar Nivas  Warje,Canal  Road,18.48220128,73.80559947,True,Collar,30,Cocos nucifera Linn.,4021468,Coconut,Naral,Fruit,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-dfc,18038801,,,12,3,1,Healthy,Public,nan,Bt Kavade Road,18.51184684,73.90028212,True,nan,41,Pongamia pinnata (L.) Pierre,4021696,Pongam Tree,Karanj,Medicinal,Seasonal,March-August,41,False
trees_display.fid--1672c0a_16c6758e284_-dfb,18038802,,,90,7,5,Healthy,Private,Suraj Nivas  Warje,Canal  Road,18.48219587,73.80539831,True,Collar,30,Cocos nucifera Linn.,4021474,Coconut,Naral,Fruit,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-dfa,18038803,,,60,6,4,Healthy,Private,Sr 144 Warje,Canal  Road,18.48334824,73.80405553,True,nan,30,Moringa oleifera Lam.,4021517,Drum Stick,Shevga,Vegetable,Seasonal,January-April,30,False
trees_display.fid--1672c0a_16c6758e284_-df9,18038804,,,50,6,4,Healthy,Private,Sr 144 Warje,Canal  Road,18.48316285,73.80442366,True,nan,30,Ficus racemosa L.,4021529,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,30,False
trees_display.fid--1672c0a_16c6758e284_-df8,18038805,,,252,15,12,Healthy,Public,nan,Bt Kavade Road,18.51180201,73.90021305,True,nan,41,Acacia polyacantha Willd.,4021663,White Catechu,Sonkhair,Timber wood,Seasonal,April-July,41,False
trees_display.fid--1672c0a_16c6758e284_-df7,18038806,,,15,3,1,Healthy,Public,nan,Bt Kavade Road,18.5119136,73.9002905,True,nan,41,Pongamia pinnata (L.) Pierre,4021675,Pongam Tree,Karanj,Medicinal,Seasonal,March-August,41,False
trees_display.fid--1672c0a_16c6758e284_-df6,18038807,,,56,7,6,Healthy,Private,Dangat Patil Industrial  Warje,Karve Road,18.48181938,73.80663883,False,nan,30,Muntingia calabura L.,4021413,Singapor Cherry,Singapor Cherry,Timber wood,Seasonal,March-May,30,False
trees_display.fid--1672c0a_16c6758e284_-df5,18038808,,,35,6,4,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48167056,73.80663715,True,nan,30,Moringa oleifera Lam.,4021414,Drum Stick,Shevga,Vegetable,Seasonal,January-April,30,False
trees_display.fid--1672c0a_16c6758e284_-df4,18038809,,,30,5,4,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48170395,73.80666666,True,Collar,30,Psidium gaujava L.,4021415,Guava,Peru,Fruit,Seasonal,April-June,30,False
trees_display.fid--1672c0a_16c6758e284_-df3,18038810,,,23,4,3,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48173956,73.80666532,True,Collar,30,Annona squamosa Linn.,4021417,Custard Apple,Sitaphal,Fruit,Seasonal,July-August,30,False
trees_display.fid--1672c0a_16c6758e284_-df2,18038811,,,75,6,5,Healthy,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56251169,73.82961497,True,nan,7,Ficus racemosa L.,4021416,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,7,False
trees_display.fid--1672c0a_16c6758e284_-df1,18038812,,,200,9,6,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48174338,73.80672935,True,Collar,30,Syzygium cumini (Linn.)Skeels.,4021419,Jamun,Jamun,Fruit,Seasonal,March-May,30,False
trees_display.fid--1672c0a_16c6758e284_-df0,18038813,,,80,7,4,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48141077,73.80663112,True,nan,30,Artocarpus heterophyllus Lamk.,4021418,Jackfruit,Phanas,Fruit,Seasonal,January-March,30,False
trees_display.fid--1672c0a_16c6758e284_-def,18038814,,,150,10,7,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48175864,73.80677696,False,Collar,30,Ficus racemosa L.,4021420,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,30,False
trees_display.fid--1672c0a_16c6758e284_-dee,18038815,,,98,9,4,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48177772,73.80681787,True,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021421,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,False
trees_display.fid--1672c0a_16c6758e284_-ded,18038816,,,22,4,2,Healthy,Government,Na,Baner Sus Road,18.55185343,73.78830291,True,nan,9,Gliricidia sepium (Jacq.) Walp.,4024766,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,False
trees_display.fid--1672c0a_16c6758e284_-dec,18038817,,,50,6,3,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.4817879,73.80685676,True,Collar,30,Polyalthia longifolia var.pendula,4021422,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,30,False
trees_display.fid--1672c0a_16c6758e284_-deb,18038818,,,22,5,4,Healthy,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56253394,73.82963978,True,nan,7,Mangifera indica Linn.,4021423,Mango,Amba,Fruit,Seasonal,January-March,7,False
trees_display.fid--1672c0a_16c6758e284_-dea,18038819,,,80,9,4,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48179966,73.8068819,True,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021424,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,False
trees_display.fid--1672c0a_16c6758e284_-de9,18038820,,,90,9,5,Average,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48180602,73.80690671,True,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021425,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,False
trees_display.fid--1672c0a_16c6758e284_-de8,18038821,,,100,9,5,Average,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48170268,73.80699925,True,Collar,30,Ficus racemosa L.,4021426,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,30,False
trees_display.fid--1672c0a_16c6758e284_-de7,18038822,,,87,9,4,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48181333,73.80694259,True,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021428,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,False
trees_display.fid--1672c0a_16c6758e284_-de6,18038823,,,98,8,5,Healthy,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48184164,73.80691744,True,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021427,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,False
trees_display.fid--1672c0a_16c6758e284_-de5,18038824,,,60,7,5,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48193353,73.80665962,True,nan,30,Alstonia scholaris (Linn.)R.Br.,4021429,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,False
trees_display.fid--1672c0a_16c6758e284_-de4,18038825,,,75,6,5,Healthy,On Road,Near Ganga Sahkari Gruharachna Sanstha Near Hdfc Bank  Ambedkar Chowk,Aundh Road Bopodi,18.56251805,73.82966191,True,nan,7,Azadirachta indica Juss.,4021430,Neem,Neem,Medicinal,Seasonal,March-May,7,False
trees_display.fid--1672c0a_16c6758e284_-de3,18038826,,,8,3,3,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48192845,73.80662642,True,Collar,30,Vitex nigundo L.,4021431,Chaste Tree,Nirguni,Medicinal,Seasonal,August-January,30,False
trees_display.fid--1672c0a_16c6758e284_-de2,18038827,,,20,4,3,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48192368,73.80659524,True,nan,30,Ficus benjamina L.,4021432,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-de1,18038828,,,90,9,4,Healthy,Private,Anna Chowk  Warje,Karve Road,18.4819224,73.80649466,True,nan,30,Alstonia scholaris (Linn.)R.Br.,4021434,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,False
trees_display.fid--1672c0a_16c6758e284_-de0,18038829,,,15,4,3,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48191986,73.8065711,True,nan,30,Ficus benjamina L.,4021433,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,False
trees_display.fid--1672c0a_16c6758e284_-ddf,18038830,,,70,7,4,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48188743,73.80629618,True,nan,30,Alstonia scholaris (Linn.)R.Br.,4021436,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,False
trees_display.fid--1672c0a_16c6758e284_-dde,18038831,,,20,4,3,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48191732,73.80646449,True,nan,30,Annona squamosa Linn.,4021435,Custard Apple,Sitaphal,Fruit,Seasonal,July-August,30,False
trees_display.fid--1672c0a_16c6758e284_-ddd,18038832,,,120,8,6,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48188933,73.80621269,True,nan,30,Alstonia scholaris (Linn.)R.Br.,4021437,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,False
trees_display.fid--1672c0a_16c6758e284_-ddc,18038833,,,80,6,5,Healthy,On Road,Near Ganga Sahkari Gruharachna Sanstha Near Apollo Diagnostics Ambedkar Chowk,Aundh Road Bopodi,18.56251614,73.8296837,True,nan,7,Parkia biglandulosa Wt. & Arn.,4021438,Badminton Ball Tree,Chenduphal,Medicinal,Seasonal,December-March,7,False
trees_display.fid--1672c0a_16c6758e284_-ddb,18038834,,,80,8,6,Healthy,Private,Anna Chowk  Warje,Karve Road,18.48188456,73.80618051,True,nan,30,Alstonia scholaris (Linn.)R.Br.,4021439,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,False
trees_display.fid--1672c0a_16c6758e284_-dda,18038835,,,90,9,5,Healthy,Private,Shivganga Society Warje,Karve Road,18.48186898,73.8061101,True,nan,30,Ficus religiosa Linn.,4021440,Pipal,Pimpal,Medicinal,Seasonal,April-August,30,False
